Unique Well ID,Operator Name,First 12 mo CUM GAS  Mcf,First 12 mo CUM CND/OIL  Bbl,First 12 mo CUM BOE  Bbl,First 12 mo CALENDAR DAILY AVG GAS  Mcf,First 12 mo CALENDAR DAILY AVG BOE  Bbl,Total Measured Depth (m) WCFD,First 12 mo CUM HRS  hrs,Completion Year WCFD,Completed Length (m) WCFD,Avg Frac Spacing (m/s),Stages Actual WCFD,Technology Group WCFD,Avg Proppant Placed WCFD (t/m),Total Proppant Placed WCFD (t),Frac Fluid WCFD,Avg Fluid Pumped WCFD (m3/s)
100/04-24-081-19W6/00,CANADIAN NATURAL RESOURCES LIMITED,887532,79,148001,2432,406,3711,5177,2010,1537,154,10,Plug and Perf,0.60,975,SW,768.3
103/03-13-081-18W6/00,OVINTIV CANADA ULC,848943,51960,193450,2326,530,5017,5182,2018,1280,160,8,Plug and Perf,1.80,2275,SW,812.4
103/05-30-080-18W6/00,SHELL CANADA LIMITED,699651,0,116608,1917,320,4592,5186,2012,2114,211,10,Plug and Perf,0.60,1306,SW,793.2
100/14-03-081-16W6/00,ARC RESOURCES LTD.,835474,0,139246,2289,382,4172,5189,2017,2026,97,21,Plug and Perf,1.90,3754,SW,641.9
100/04-12-080-16W6/00,TOURMALINE OIL CORP.,800802,46,133513,2194,366,3791,5189,2017,1399,50,28,Ball and Seat ,1.10,1505,SW,310.9
102/08-03-082-18W6/00,ARC RESOURCES LTD.,56186,27874,37238,154,102,3470,5196,2013,1399,52,27,Plug and Perf,0.80,1174,SW,167.6
104/09-19-078-17W6/00,ARC RESOURCES LTD.,1335209,0,222535,3658,610,4594,5203,2017,1678,73,23,Plug and Perf,2.70,4464,SW,1089.1
102/13-02-077-17W6/00,TOURMALINE OIL CORP.,800806,0,133468,2194,366,4878,5206,2017,1486,53,28,Ball and Seat ,1.70,2531,SW,462.8
102/16-03-081-20W6/00,SHELL CANADA LIMITED,808314,172,134891,2215,370,4110,5210,2013,1551,194,8,Plug and Perf,0.70,1006,SW,720.8
100/13-13-080-18W6/00,TOURMALINE OIL CORP.,43670,595,7873,120,22,3605,5213,2011,1303,434,3,Plug and Perf,0.30,396,SW,870.2
102/10-09-080-20W6/00,SHELL CANADA LIMITED,411695,0,68616,1128,188,5002,5218,2014,2254,250,9,Plug and Perf,0.60,1333,SW,916.0
100/09-23-084-24W6/00,ARC RESOURCES LTD.,383736,103550,167506,1051,459,4355,5220,2017,1917,53,36,Plug and Perf,2.00,3760,SW,576.1
100/02-28-081-19W6/00,CANADIAN NATURAL RESOURCES LIMITED,1097410,96,182998,3007,501,4388,5222,2010,2103,162,13,Plug and Perf,0.60,1300,SW,679.9
102/05-32-080-15W6/00,TOURMALINE OIL CORP.,365238,1221,62094,1001,170,3931,5222,2017,1402,44,32,Ball and Seat ,1.00,1390,SW,301.9
100/04-29-080-18W6/00,SHELL CANADA LIMITED,672910,0,112152,1839,306,4283,5225,2012,1902,238,8,Plug and Perf,0.60,1175,SW,718.6
103/04-20-080-15W6/00,TOURMALINE OIL CORP.,1342148,150,223841,3677,613,3706,5232,2018,1350,48,28,Ball and Seat ,1.10,1506,SW,294.5
102/04-08-080-17W6/00,TOURMALINE OIL CORP.,709030,1206,119378,1937,326,4007,5232,2011,1755,117,15,Ball and Seat ,0.60,1120,SW,352.4
100/06-08-079-19W6/00,SHELL CANADA LIMITED,462364,205,77265,1267,212,4454,5232,2009,1911,478,4,Plug and Perf,0.40,838,SW,889.2
100/02-17-079-14W6/00,ARC RESOURCES LTD.,847587,72,141336,2530,422,5147,5239,2020,2663,102,26,Plug and Perf,1.50,3932,SW,775.1
100/15-25-088-23W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,204917,33185,67338,561,185,4875,5242,2019,2806,58,48,Ball and Seat ,1.00,2840,SW,548.8
100/01-09-079-14W6/00,ARC RESOURCES LTD.,1096192,0,182699,3003,501,3672,5256,2008,1501,214,7,Coil Tubing Jet Cut,0.50,751,WB,182.5
103/08-19-078-17W6/00,ARC RESOURCES LTD.,1514639,0,252440,4150,692,4650,5266,2017,1832,73,25,Plug and Perf,2.70,4895,SW,1034.4
100/15-19-079-16W6/00,OVINTIV CANADA ULC,1326945,4989,226147,3636,620,4654,5266,2010,2351,147,16,Coil Tubing Jet Cut,0.60,1461,WB,172.6
100/13-36-078-17W6/00,OVINTIV CANADA ULC,1025654,2305,173248,2810,475,5481,5268,2013,3026,233,13,Plug and Perf,0.70,2161,SW,828.1
104/16-33-087-23W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,247838,59111,100417,677,274,4648,5275,2019,2229,45,50,Ball and Seat ,1.60,3470,SW,427.1
100/04-27-081-19W6/00,CANADIAN NATURAL RESOURCES LIMITED,872247,201,145575,2390,399,3970,5278,2010,1726,216,8,Plug and Perf,0.60,1100,SW,1059.1
102/08-13-079-15W6/00,ARC RESOURCES LTD.,1419212,0,236535,3878,646,3830,5280,2015,1548,77,20,Ball and Seat ,1.30,2038,SW,573.0
100/16-14-082-20W6/00,CREW ENERGY INC.,451749,12375,87666,1238,240,3685,5282,2010,1342,224,6,Ball and Seat ,0.50,695,WB,648.9
100/12-11-081-17W6/00,ARC RESOURCES LTD.,589246,97278,195485,1610,534,4583,5290,2016,2393,51,47,Plug and Perf,1.90,4417,SW,525.1
100/12-27-080-16W6/00,ARC RESOURCES LTD.,857115,2564,145416,2348,398,3875,5294,2011,1282,142,9,Plug and Perf,0.70,903,WB,146.9
106/04-08-081-16W6/00,ARC RESOURCES LTD.,880931,104,146926,3203,534,5356,5297,2020,2555,98,26,Plug and Perf,1.70,4395,SW,963.3
100/07-26-078-18W6/00,ARC RESOURCES LTD.,1123886,76,187390,3079,513,4830,5304,2014,1952,78,25,Ball and Seat ,1.10,2050,SW,437.4
102/12-12-080-16W6/00,TOURMALINE OIL CORP.,707692,22,117971,1939,323,3792,5304,2018,1334,48,28,Ball and Seat ,1.10,1505,SW,306.3
100/13-26-078-20W6/00,SHELL CANADA LIMITED,727083,55,121236,1987,331,4665,5309,2011,1700,213,8,Plug and Perf,0.60,1075,SW,765.2
102/10-12-081-21W6/00,SHELL CANADA LIMITED,709973,0,118329,1945,324,4352,5311,2013,2060,206,10,Plug and Perf,0.60,1279,SW,749.1
100/13-13-081-17W6/02,ARC RESOURCES LTD.,79031,20497,33669,217,92,3855,5314,2012,1617,108,15,Plug and Perf,0.70,1120,SW,421.5
100/02-18-079-14W6/00,ARC RESOURCES LTD.,919682,102,153382,2520,420,4129,5323,2017,1868,144,13,Plug and Perf,1.30,2464,SW,799.4
103/05-08-081-16W6/00,ARC RESOURCES LTD.,863645,0,143941,3141,523,5056,5323,2020,2628,101,26,Plug and Perf,1.80,4620,SW,990.5
102/05-26-080-18W6/00,SHELL CANADA LIMITED,537291,548,90097,1472,247,4177,5326,2010,1800,225,8,Plug and Perf,0.60,1149,SW,725.5
100/08-06-077-14W6/00,OVINTIV CANADA ULC,1603144,1024,268215,4392,735,6031,5330,2014,3393,212,16,Ball and Seat/Plug and Perf,1.00,3436,SW,814.5
100/03-10-081-16W6/00,ARC RESOURCES LTD.,841630,0,140272,2306,384,4331,5333,2017,2125,97,22,Plug and Perf,2.00,4161,SW,796.0
103/15-33-087-23W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,228599,62529,100628,625,275,4320,5335,2019,2131,73,29,Plug and Perf,1.60,3323,SW,869.2
100/01-21-082-20W6/00,CREW ENERGY INC.,682329,252,113974,1864,311,3934,5345,2015,1826,87,21,Ball and Seat ,0.60,1031,SW,456.4
102/07-02-078-16W6/00,OVINTIV CANADA ULC,1371191,0,228532,3757,626,5402,5350,2012,2923,244,12,Plug and Perf,0.60,1855,SW,850.4
102/01-03-081-16W6/00,ARC RESOURCES LTD.,551905,143,92127,2007,335,4077,5350,2020,1698,94,18,Plug and Perf,1.90,3268,SW,1047.8
100/12-17-080-15W6/00,TOURMALINE OIL CORP.,1084418,113,180850,2971,496,3682,5357,2018,1331,48,28,Ball and Seat ,1.10,1505,SW,319.8
102/05-29-080-15W6/00,TOURMALINE OIL CORP.,1088066,1795,183139,2981,502,3537,5359,2013,1379,57,24,Ball and Seat ,1.00,1320,SW,265.2
103/13-14-079-17W6/00,OVINTIV CANADA ULC,1142133,2058,192413,3129,527,4331,5362,2012,1926,214,9,Plug and Perf,0.70,1400,SW,676.1
100/16-17-088-23W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,518755,113891,200350,1417,547,4834,5371,2019,2679,54,50,Ball and Seat ,1.30,3398,SW,473.2
100/13-22-084-24W6/02,ARC RESOURCES LTD.,408933,126149,194305,1120,532,4055,5374,2017,1943,54,36,Plug and Perf,1.90,3746,SW,520.8
100/11-35-084-21W6/00,TOURMALINE OIL CORP.,208417,9807,44543,758,162,3736,5378,2020,1709,39,44,Ball and Seat ,1.30,2256,SW,233.6
100/13-03-078-15W6/00,OVINTIV CANADA ULC,1419932,5029,241684,3890,662,5460,5381,2013,2796,233,12,Plug and Perf,0.80,2225,SW,743.2
100/07-25-079-15W6/00,ARC RESOURCES LTD.,1409934,657,235646,4209,703,4689,5388,2020,2285,120,19,Plug and Perf,1.40,3256,SW,836.6
102/03-02-081-16W6/00,ARC RESOURCES LTD.,690532,1111,116199,2511,423,4769,5388,2020,2493,96,26,Plug and Perf,2.00,4877,SW,1048.3
103/13-16-088-23W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,311733,77967,129923,852,355,5048,5388,2020,2491,62,40,Plug and Perf,1.50,3735,SW,708.8
100/04-35-078-20W6/00,SHELL CANADA LIMITED,922281,0,153714,2520,420,4550,5395,2011,1750,219,8,Plug and Perf,0.60,1119,SW,769.8
100/01-03-082-18W6/00,ARC RESOURCES LTD.,53954,28099,37091,148,102,3240,5398,2013,4101,171,24,Plug and Perf,0.50,2005,SW,254.4
100/05-26-080-18W6/00,SHELL CANADA LIMITED,751129,1042,126230,2058,346,4426,5400,2010,2181,218,10,Plug and Perf,0.60,1349,SW,712.2
100/13-15-079-14W6/00,ARC RESOURCES LTD.,1103375,143,184039,3023,504,3909,5402,2009,1692,154,11,Plug and Perf,0.60,996,CO2,157.5
103/13-33-080-15W6/00,TOURMALINE OIL CORP.,1980015,18,330020,5911,985,4189,5407,2020,1452,54,27,Ball and Seat ,0.90,1348,SW,363.8
100/05-06-079-19W6/00,SHELL CANADA LIMITED,626609,1,104436,1717,286,4606,5414,2009,1907,381,5,Plug and Perf,0.50,910,SW,795.2
103/16-07-079-18W6/00,SHELL CANADA LIMITED,703924,0,117321,1929,321,4997,5417,2014,2489,207,12,Plug and Perf,0.60,1488,SW,769.9
105/04-08-081-16W6/00,ARC RESOURCES LTD.,364878,34515,95328,1000,261,3777,5419,2017,1603,73,22,Plug and Perf,1.80,2928,SW,576.9
100/13-14-079-17W6/00,OVINTIV CANADA ULC,575989,4732,100730,1578,276,4360,5424,2012,2157,270,8,Plug and Perf,0.60,1341,SW,758.1
100/13-17-080-14W6/00,ARC RESOURCES LTD.,731187,2567,124431,2003,341,4335,5429,2016,2090,80,26,Plug and Perf,2.50,5289,SW,739.1
102/08-19-078-17W6/00,ARC RESOURCES LTD.,1170706,0,195118,3207,535,4490,5434,2016,1949,78,25,Ball and Seat ,1.90,3742,SW,516.2
102/13-03-081-16W6/00,ARC RESOURCES LTD.,604410,0,100735,1656,276,3610,5441,2017,1426,95,15,Plug and Perf,2.00,2845,SW,813.8
100/04-13-082-20W6/00,CREW ENERGY INC.,744913,3014,127167,2035,347,3780,5443,2015,1852,74,25,Ball and Seat ,0.70,1325,SW,388.6
100/04-29-080-15W6/00,TOURMALINE OIL CORP.,290484,151,48565,796,133,3580,5443,2016,1283,51,25,Ball and Seat ,1.00,1340,SW,293.6
102/16-26-079-17W6/00,OVINTIV CANADA ULC,1894967,6811,322639,5192,884,4750,5446,2014,2377,149,16,Plug and Perf,1.10,2575,WB,631.1
100/10-36-079-18W6/00,OVINTIV CANADA ULC,381331,1636,65191,1045,179,4209,5446,2010,1753,110,16,Coil Tubing Jet Cut,0.40,645,WB,186.6
102/15-09-080-20W6/00,SHELL CANADA LIMITED,439618,0,73270,1204,201,5039,5450,2014,2150,269,8,Plug and Perf,0.60,1178,SW,964.2
100/08-15-080-18W6/00,SHELL CANADA LIMITED,251956,0,41993,688,115,4385,5450,2011,1925,214,9,Plug and Perf,0.60,1172,SW,678.1
100/03-23-078-17W6/00,OVINTIV CANADA ULC,1131372,453,189015,3091,516,5264,5460,2012,2733,228,12,Plug and Perf,0.70,1800,SW,846.4
102/01-03-082-18W6/00,ARC RESOURCES LTD.,53541,27772,36695,147,101,3217,5462,2013,1145,48,24,Plug and Perf,1.00,1085,SW,156.7
100/13-04-079-17W6/00,OVINTIV CANADA ULC,2555810,2166,428134,7002,1173,4360,5467,2015,1819,114,16,Plug and Perf,1.50,2630,WB,747.8
103/10-12-081-21W6/00,SHELL CANADA LIMITED,879166,0,146528,2409,401,4370,5467,2013,1999,222,9,Plug and Perf,0.60,1272,SW,833.6
100/12-14-079-17W6/00,OVINTIV CANADA ULC,796363,3489,136216,2182,373,4457,5472,2012,2001,200,10,Plug and Perf,0.70,1437,SW,776.4
100/10-09-077-15W6/00,OVINTIV CANADA ULC,550012,353,92022,1507,252,5054,5474,2011,2246,140,16,Ball and Seat ,0.70,1539,OIL,281.4
102/10-23-078-18W6/00,ARC RESOURCES LTD.,1185655,0,197609,3248,541,5028,5477,2014,2144,153,14,Plug and Perf,1.20,2533,SW,1013.7
104/09-23-080-20W6/00,SHELL CANADA LIMITED,366135,0,61023,1003,167,4820,5477,2014,1922,101,19,Ball and Seat ,0.60,1159,SW,568.8
100/08-35-079-17W6/00,OVINTIV CANADA ULC,2229273,4977,376523,6108,1032,4240,5482,2014,1882,157,12,Plug and Perf,1.50,2820,SW,909.2
100/16-35-079-19W6/00,SHELL CANADA LIMITED,1038050,0,173008,2844,474,3820,5482,2015,1217,61,20,Ball and Seat ,0.60,760,SW,320.4
100/01-10-077-17W6/00,TOURMALINE OIL CORP.,631769,0,105295,1731,289,4435,5489,2014,1348,150,9,Ball and Seat ,0.30,448,SW,376.2
100/01-35-079-17W6/00,OVINTIV CANADA ULC,1761841,6854,300494,4827,823,4545,5491,2013,2162,135,16,Ball and Seat ,0.90,1995,SW,403.0
104/05-33-080-15W6/00,TOURMALINE OIL CORP.,1048542,9,174766,3130,522,3819,5498,2020,1527,57,27,Ball and Seat ,1.00,1485,SW,273.0
102/05-17-079-18W6/00,SHELL CANADA LIMITED,405381,0,67563,1111,185,4867,5498,2014,2246,250,9,Plug and Perf,0.60,1272,SW,793.9
100/01-20-081-20W6/00,SHELL CANADA LIMITED,1716678,0,286113,4703,784,5225,5501,2017,2865,55,52,Ball and Seat/Coil Tubing,1.00,2866,SW,341.3
100/09-21-082-20W6/00,CREW ENERGY INC.,788516,2965,134385,2154,367,3965,5503,2015,1877,78,24,Ball and Seat ,0.70,1274,SW,406.0
100/03-09-080-17W6/00,OVINTIV CANADA ULC,532100,17029,105713,1458,290,4265,5503,2017,1795,100,18,Plug and Perf,1.70,3093,SW,666.6
100/01-07-081-16W6/00,ARC RESOURCES LTD.,362279,31315,91694,993,251,3608,5503,2017,1453,73,20,Plug and Perf,1.80,2670,SW,566.0
100/10-23-078-18W6/00,ARC RESOURCES LTD.,1252375,0,208729,3431,572,5015,5508,2014,2371,148,16,Plug and Perf,1.30,3131,SW,663.2
103/13-06-080-15W6/00,TOURMALINE OIL CORP.,690564,0,115094,1892,315,3815,5508,2013,1460,56,26,Ball and Seat ,1.00,1430,SW,320.4
103/01-18-078-17W6/00,ARC RESOURCES LTD.,1327552,0,221259,3637,606,4070,5510,2014,1504,137,11,Plug and Perf,1.40,2121,SW,707.9
102/13-22-080-18W6/00,TOURMALINE OIL CORP.,390499,376,65460,1070,179,3817,5510,2017,1359,43,32,Ball and Seat ,1.30,1725,SW,365.9
103/16-29-080-20W6/00,SHELL CANADA LIMITED,647117,0,107853,1773,296,4430,5515,2012,1363,97,14,Ball and Seat ,0.60,854,SW,333.3
100/05-04-082-18W6/00,ARC RESOURCES LTD.,59477,27081,36994,163,101,3454,5518,2013,1446,48,30,Plug and Perf,0.90,1305,SW,161.9
103/16-33-087-23W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,134595,28259,50692,368,139,4708,5520,2019,2358,62,38,Ball and Seat ,1.10,2476,SW,489.2
100/02-29-078-17W6/00,ARC RESOURCES LTD.,1273323,0,212221,3479,580,5081,5522,2019,2404,127,19,Plug and Perf,1.80,4420,SW,948.0
100/12-05-079-14W6/02,ARC RESOURCES LTD.,1389639,23,231629,3807,635,4899,5527,2018,2635,155,17,Plug and Perf,0.80,2067,SW,528.3
100/16-16-080-18W6/00,SHELL CANADA LIMITED,1022321,0,170387,2801,467,4890,5527,2017,2255,58,39,Ball and Seat ,0.80,1905,SW,288.6
100/13-28-080-20W6/00,SHELL CANADA LIMITED,559663,0,93277,1533,256,4754,5530,2014,2249,112,20,Ball and Seat,0.50,1200,SW,572.1
102/08-19-081-17W6/00,ARC RESOURCES LTD.,319072,78481,131660,872,360,3622,5532,2015,1486,53,28,Plug and Perf,1.80,2688,SW,618.2
103/04-13-081-17W6/00,ARC RESOURCES LTD.,325651,51168,105443,892,289,3689,5534,2017,1528,73,21,Plug and Perf,1.80,2783,SW,566.9
102/03-17-080-18W6/00,SHELL CANADA LIMITED,90296,0,15049,247,41,4834,5539,2015,1845,97,19,Ball and Seat ,0.60,1159,WB,286.5
100/12-04-082-19W6/02,CANADIAN NATURAL RESOURCES LIMITED,351522,2239,60826,963,167,3210,5546,2008,1050,210,5,Ball and Seat ,0.30,357,CO2,123.0
102/02-13-079-15W6/00,ARC RESOURCES LTD.,1484018,0,247336,4055,676,3912,5549,2015,1592,76,21,Ball and Seat ,1.40,2163,SW,516.0
100/02-13-079-15W6/00,ARC RESOURCES LTD.,1197358,0,199560,3280,547,4316,5549,2014,2114,85,25,Ball and Seat ,0.80,1575,SW,326.9
100/15-28-081-19W6/00,CANADIAN NATURAL RESOURCES LIMITED,580661,0,96777,1587,264,3983,5549,2011,1676,168,10,Plug and Perf,0.60,1052,SW,768.2
105/13-12-081-17W6/00,ARC RESOURCES LTD.,302989,30522,81020,830,222,3498,5554,2017,1375,72,19,Plug and Perf,1.80,2415,SW,558.3
103/01-15-079-18W6/00,SHELL CANADA LIMITED,580319,209,96929,1590,266,4790,5558,2013,2214,221,10,Plug and Perf,0.60,1331,SW,994.0
100/15-04-079-14W6/00,ARC RESOURCES LTD.,1202757,1,200460,3295,549,3820,5566,2009,1702,189,9,Plug and Perf,0.50,900,WB,204.5
102/15-17-088-23W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,485312,132897,213783,1326,584,4961,5566,2019,2781,56,50,Ball and Seat ,1.20,3406,SW,443.5
102/05-30-080-18W6/00,SHELL CANADA LIMITED,732532,0,122089,2007,335,4567,5575,2012,2118,212,10,Plug and Perf,0.60,1303,SW,740.9
103/05-12-080-16W6/00,TOURMALINE OIL CORP.,695137,96,115952,1905,318,3737,5580,2018,1420,51,28,Ball and Seat ,1.10,1505,SW,288.4
102/01-02-080-16W6/00,TOURMALINE OIL CORP.,493282,0,82214,1352,225,3819,5585,2019,1301,50,26,Ball and Seat ,1.10,1395,SW,284.7
107/03-26-078-18W6/00,ARC RESOURCES LTD.,1150156,1,191693,3151,525,5693,5587,2018,2477,118,21,Plug and Perf,1.90,4709,SW,969.2
102/09-35-079-19W6/00,SHELL CANADA LIMITED,847446,0,141241,2322,387,3830,5587,2015,1222,61,20,Ball and Seat ,0.60,760,SW,346.3
100/03-13-081-18W6/00,OVINTIV CANADA ULC,762112,60071,187090,2088,513,5135,5592,2017,1404,61,23,Plug and Perf,2.80,3948,SW,986.4
100/15-03-078-15W6/00,OVINTIV CANADA ULC,1607283,9337,277217,4404,760,4838,5594,2013,2425,243,10,Plug and Perf,0.70,1795,SW,696.9
100/16-32-077-15W6/00,OVINTIV CANADA ULC,1462984,18,243849,4008,668,4986,5594,2012,2595,259,10,Plug and Perf,0.60,1470,SW,775.0
103/08-15-080-18W6/00,SHELL CANADA LIMITED,528851,0,88142,1445,241,4395,5594,2012,2003,87,23,Ball and Seat/Plug and Perf,0.60,1241,SW,315.0
105/16-33-087-23W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,552586,144473,236571,1510,646,4511,5597,2019,2241,45,50,Ball and Seat ,1.50,3369,SW,448.9
102/15-14-079-17W6/00,OVINTIV CANADA ULC,903861,13033,163677,2476,448,4785,5602,2012,2364,236,10,Plug and Perf,0.70,1675,SW,893.5
104/02-12-081-21W6/00,SHELL CANADA LIMITED,681283,0,113547,1867,311,4587,5602,2013,2031,203,10,Plug and Perf,0.60,1296,SW,754.1
100/07-28-081-19W6/00,CANADIAN NATURAL RESOURCES LIMITED,1080939,445,180602,2962,495,4153,5609,2010,1727,192,9,Plug and Perf,0.70,1126,SW,915.3
100/02-18-078-17W6/00,ARC RESOURCES LTD.,1283971,0,213995,3518,586,3851,5611,2014,1161,129,9,Plug and Perf,1.50,1717,SW,693.7
100/01-04-079-14W6/00,ARC RESOURCES LTD.,1524488,0,254081,4165,694,4433,5614,2015,2128,93,23,Ball and Seat ,1.10,2292,SW,609.8
100/05-17-079-18W6/00,SHELL CANADA LIMITED,668627,0,111438,1832,305,5120,5616,2014,2376,238,10,Plug and Perf,0.60,1395,SW,744.1
103/01-21-080-18W6/00,SHELL CANADA LIMITED,1929148,0,321525,5285,881,4715,5618,2017,2147,55,39,Ball and Seat ,1.20,2542,SW,303.1
100/09-32-077-17W6/00,MURPHY OIL COMPANY LTD.,219834,0,36639,602,100,4275,5623,2009,1662,208,8,Plug and Perf,0.20,408,SW,100.1
100/15-27-077-17W6/00,MURPHY OIL COMPANY LTD.,805997,0,134333,2208,368,4660,5626,2010,1624,116,14,Ball and Seat ,0.40,591,CO2,207.0
100/01-13-081-18W6/02,OVINTIV CANADA ULC,488222,55570,136941,1338,375,4310,5628,2017,1911,83,23,Plug and Perf,1.70,3229,SW,803.9
102/01-11-080-15W6/00,ARC RESOURCES LTD.,1809350,67,301625,4944,824,5174,5630,2020,3033,121,25,Plug and Perf,1.20,3703,SW,649.6
102/09-17-079-14W6/00,ARC RESOURCES LTD.,1525696,130,254412,4554,759,4802,5633,2020,2365,99,24,Plug and Perf,1.50,3583,SW,708.5
104/14-26-078-18W6/00,ARC RESOURCES LTD.,1235144,1,205858,3384,564,5087,5633,2018,2278,142,16,Plug and Perf,1.90,4324,SW,1001.9
102/12-06-080-15W6/02,TOURMALINE OIL CORP.,1169975,5,195001,3205,534,3845,5635,2013,1600,64,25,Ball and Seat ,0.90,1417,SW,410.9
102/05-24-081-18W6/00,ARC RESOURCES LTD.,123506,20617,41201,338,113,3276,5638,2016,1072,72,15,Plug and Perf,1.50,1613,SW,569.4
102/12-11-081-17W6/00,ARC RESOURCES LTD.,426866,108719,179863,1166,491,4659,5642,2016,2474,52,48,Plug and Perf,1.90,4608,SW,527.8
100/04-04-082-18W6/00,ARC RESOURCES LTD.,69605,29167,40768,191,112,3417,5642,2013,1400,48,29,Plug and Perf,0.90,1305,SW,168.2
104/07-12-081-21W6/00,SHELL CANADA LIMITED,790868,0,131811,2167,361,4434,5645,2013,2042,204,10,Plug and Perf,0.60,1279,SW,801.0
102/13-23-082-20W6/00,CREW ENERGY INC.,448486,244,74992,1229,206,3760,5662,2017,1798,51,35,Ball and Seat ,1.30,2275,SW,355.7
103/04-17-081-20W6/00,SHELL CANADA LIMITED,949241,0,158207,2594,432,5002,5666,2015,2580,96,27,Ball and Seat,0.50,1399,SW,586.6
100/04-20-081-17W6/00,ARC RESOURCES LTD.,57185,36410,45941,157,126,3720,5666,2013,1510,50,30,Plug and Perf,1.70,2603,SW,319.2
100/14-05-080-14W6/00,ARC RESOURCES LTD.,1217028,13,202851,3334,556,4360,5669,2018,2067,115,18,Plug and Perf,1.70,3591,SW,882.7
100/08-17-079-14W6/00,ARC RESOURCES LTD.,1792904,142,298960,5352,892,4696,5674,2020,2286,99,23,Plug and Perf,1.50,3447,SW,667.4
102/01-15-080-18W6/00,SHELL CANADA LIMITED,347821,0,57970,950,158,4712,5678,2012,2276,228,10,Plug and Perf,0.60,1387,SW,728.8
105/16-17-088-23W6/00,CONOCOPHILLIPS CANADA RESOURCES CORP.,141305,62834,86384,386,236,4955,5681,2020,2612,52,50,Ball and Seat ,1.20,3094,SW,488.3
105/01-13-081-18W6/00,OVINTIV CANADA ULC,942167,102454,259482,2581,711,4175,5683,2017,1923,60,32,Plug and Perf,1.80,3360,SW,593.7
103/06-20-080-18W6/00,SHELL CANADA LIMITED,648324,8965,117019,1771,320,4384,5683,2012,1863,98,19,Ball and Seat ,0.60,1159,SW,350.6
102/14-13-080-18W6/00,TOURMALINE OIL CORP.,486417,7,81076,1590,265,3535,5683,2020,1112,43,26,Ball and Seat ,0.90,1003,SW,212.8
100/09-20-077-15W6/00,OVINTIV CANADA ULC,1370880,407,228887,3756,627,5008,5690,2013,2296,230,10,Plug and Perf,0.70,1655,SW,639.8
102/04-17-081-20W6/00,SHELL CANADA LIMITED,788418,0,131403,2154,359,5125,5690,2015,2669,95,28,Ball and Seat,0.60,1605,SW,475.3
103/09-14-080-18W6/00,TOURMALINE OIL CORP.,417818,3177,72813,1142,199,3920,5690,2015,1368,46,30,Ball and Seat,1.30,1712,SW,367.1
100/07-17-079-14W6/00,ARC RESOURCES LTD.,1776571,197,296292,5303,885,4810,5698,2020,2388,104,23,Plug and Perf,1.40,3450,SW,730.1
100/12-05-082-19W6/00,CANADIAN NATURAL RESOURCES LIMITED,1310100,1104,219454,3589,601,4016,5702,2010,1786,162,11,Plug and Perf,0.60,1134,SW,737.5
102/02-30-079-14W6/00,ARC RESOURCES LTD.,1282018,0,213670,3512,585,4739,5707,2018,2371,125,19,Plug and Perf,1.60,3805,SW,867.1
103/15-12-081-21W6/00,SHELL CANADA LIMITED,1041793,393,174026,2854,477,4515,5707,2013,2023,225,9,Plug and Perf,0.60,1287,SW,888.6
102/13-04-079-19W6/00,SHELL CANADA LIMITED,514129,0,85688,1409,235,4964,5710,2008,1901,380,5,Plug and Perf,0.50,970,SW,870.9
103/09-19-078-17W6/00,ARC RESOURCES LTD.,1230010,0,205002,3370,562,4503,5712,2016,1867,78,24,Ball and Seat ,1.90,3601,SW,533.5
100/01-27-079-14W6/00,ARC RESOURCES LTD.,1122929,11,187166,3077,513,3779,5712,2010,1677,168,10,Plug and Perf,0.60,968,CO2,123.6
105/04-13-081-18W6/00,OVINTIV CANADA ULC,1162898,44187,238003,3186,652,5460,5717,2018,1421,158,9,Plug and Perf,1.80,2517,SW,869.2
100/16-27-077-17W6/02,MURPHY OIL COMPANY LTD.,235408,0,39235,645,108,4437,5717,2010,3,3,1,Plug and Perf,9.90,30,LPG,1.0
100/02-29-084-24W6/02,ARC RESOURCES LTD.,453239,14387,89927,1242,246,4855,5722,2014,2820,108,26,Plug and Perf,0.70,1942,SW,751.2
105/07-12-081-21W6/00,SHELL CANADA LIMITED,563661,0,93944,1544,257,4510,5724,2013,2047,205,10,Plug and Perf,0.60,1273,SW,716.7
104/04-29-080-17W6/00,OVINTIV CANADA ULC,341087,17508,74356,935,204,5045,5724,2018,2593,86,30,Plug and Perf,1.80,4557,SW,712.8
100/04-17-079-14W6/00,ARC RESOURCES LTD.,923224,57,153927,2529,422,3720,5731,2008,1000,200,5,Plug and Perf,0.50,472,CO2,149.5
102/14-23-078-18W6/00,ARC RESOURCES LTD.,1261514,0,210252,3456,576,5057,5734,2014,2267,162,14,Plug and Perf,1.30,3010,SW,1376.5
